events,relations,freq1,freq2,relSup1,relSup2,disprop
"(('A', 'c'), ('F', 'a'), ('E', 'c'))",ooo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'c'), ('F', 'a'), ('E', 'c'))",ooc,17,0,0.1782178217821782,0,160.57425742574256
"(('A', 'c'), ('F', 'a'), ('E', 'c'))",coo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'c'), ('F', 'a'), ('I', 'a'))",ooc,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'c'), ('F', 'a'), ('I', 'a'))",ccc,16,0,0.16831683168316833,0,151.65346534653466
"(('A', 'c'), ('F', 'a'), ('I', 'c'))",ooo,13,0,0.13861386138613863,0,124.8910891089109
"(('A', 'c'), ('F', 'a'), ('I', 'c'))",ccc,13,0,0.13861386138613863,0,124.8910891089109
"(('A', 'c'), ('F', 'a'), ('H', 'a'))",ccc,14,0,0.1485148514851485,0,133.8118811881188
"(('A', 'c'), ('F', 'a'), ('F', 'c'))",coo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'c'), ('F', 'a'), ('F', 'c'))",cbb,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('A', 'c'), ('F', 'a'))",bbo,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('A', 'c'), ('D', 'a'))",bbc,16,0,0.16831683168316833,0,151.65346534653466
"(('A', 'a'), ('A', 'c'), ('D', 'a'))",bbo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('A', 'c'), ('A', 'a'))",bbo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('A', 'c'), ('D', 'c'))",bbo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('A', 'c'), ('H', 'a'))",bbc,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('A', 'c'), ('G', 'a'))",bbo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('A', 'c'), ('H', 'c'))",bbo,16,0,0.16831683168316833,0,151.65346534653466
"(('A', 'a'), ('A', 'c'), ('J', 'c'))",bbo,15,0,0.15841584158415842,0,142.73267326732673
"(('A', 'a'), ('A', 'c'), ('G', 'c'))",bbo,13,0,0.13861386138613863,0,124.8910891089109
"(('A', 'a'), ('A', 'c'), ('E', 'a'))",bbc,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('A', 'c'), ('E', 'c'))",bbo,14,0,0.1485148514851485,0,133.8118811881188
"(('A', 'a'), ('A', 'c'), ('I', 'a'))",bbo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('A', 'c'), ('F', 'c'))",bbo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('A', 'c'), ('I', 'c'))",bbo,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('A', 'c'), ('I', 'c'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('E', 'c'), ('F', 'a'))",ccc,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('E', 'c'), ('D', 'a'))",coo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('E', 'c'), ('D', 'a'))",obc,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('E', 'c'), ('D', 'c'))",ccc,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('E', 'c'), ('G', 'a'))",ccc,15,0,0.15841584158415842,0,142.73267326732673
"(('A', 'a'), ('E', 'c'), ('G', 'a'))",obc,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('E', 'c'), ('H', 'c'))",ccc,13,0,0.13861386138613863,0,124.8910891089109
"(('A', 'a'), ('E', 'c'), ('J', 'c'))",ccc,13,0,0.13861386138613863,0,124.8910891089109
"(('A', 'a'), ('E', 'c'), ('J', 'c'))",obo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('E', 'c'), ('I', 'a'))",ccc,15,0,0.15841584158415842,0,142.73267326732673
"(('A', 'a'), ('E', 'c'), ('I', 'a'))",coo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('E', 'c'), ('F', 'c'))",ccc,15,0,0.15841584158415842,0,142.73267326732673
"(('A', 'a'), ('E', 'c'), ('F', 'c'))",ooc,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('E', 'c'), ('A', 'c'))",obo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('E', 'c'), ('A', 'c'))",obc,14,0,0.1485148514851485,0,133.8118811881188
"(('A', 'a'), ('E', 'c'), ('I', 'c'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('E', 'c'), ('I', 'c'))",obc,13,0,0.13861386138613863,0,124.8910891089109
"(('A', 'a'), ('G', 'a'), ('D', 'a'))",ooc,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('G', 'a'), ('A', 'a'))",obo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('G', 'a'), ('A', 'c'))",obc,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('G', 'a'), ('A', 'c'))",obo,19,0,0.19801980198019803,0,178.41584158415841
"(('A', 'a'), ('G', 'a'), ('A', 'c'))",bbo,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('G', 'a'), ('A', 'c'))",coo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('G', 'a'), ('H', 'c'))",obo,13,0,0.13861386138613863,0,124.8910891089109
"(('A', 'a'), ('G', 'a'), ('H', 'c'))",bbo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('G', 'a'), ('J', 'c'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('G', 'a'), ('J', 'c'))",obo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('G', 'a'), ('J', 'c'))",ccc,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('G', 'a'), ('E', 'a'))",obo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('G', 'a'), ('E', 'a'))",coo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('G', 'a'), ('E', 'c'))",ooo,13,0,0.13861386138613863,0,124.8910891089109
"(('A', 'a'), ('G', 'a'), ('E', 'c'))",ooc,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('G', 'a'), ('F', 'c'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('G', 'a'), ('F', 'c'))",obo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('G', 'a'), ('F', 'c'))",cbb,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('G', 'a'), ('I', 'c'))",ooc,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('G', 'a'), ('I', 'c'))",coo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('G', 'a'), ('F', 'a'))",coo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('G', 'a'), ('D', 'c'))",coo,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('G', 'a'), ('H', 'a'))",coo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('G', 'a'), ('J', 'a'))",coo,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('G', 'a'), ('J', 'a'))",ccc,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('G', 'a'), ('I', 'a'))",ccc,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('G', 'a'), ('I', 'a'))",coo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('H', 'a'), ('D', 'a'))",ooo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('H', 'a'), ('D', 'a'))",ooc,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('H', 'a'), ('D', 'a'))",coo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('H', 'a'), ('D', 'c'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('H', 'a'), ('D', 'c'))",obo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('H', 'a'), ('D', 'c'))",coo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('H', 'a'), ('G', 'a'))",ooo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('H', 'a'), ('G', 'a'))",obo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('H', 'a'), ('G', 'a'))",obc,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('H', 'a'), ('G', 'a'))",coo,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('H', 'a'), ('A', 'c'))",obo,15,0,0.15841584158415842,0,142.73267326732673
"(('A', 'a'), ('H', 'a'), ('A', 'c'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('H', 'a'), ('A', 'c'))",obc,14,0,0.1485148514851485,0,133.8118811881188
"(('A', 'a'), ('H', 'a'), ('J', 'c'))",ooo,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('H', 'a'), ('J', 'c'))",obo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('H', 'a'), ('J', 'c'))",coo,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('H', 'a'), ('G', 'c'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('H', 'a'), ('G', 'c'))",obo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('H', 'a'), ('G', 'c'))",coo,13,0,0.13861386138613863,0,124.8910891089109
"(('A', 'a'), ('H', 'a'), ('E', 'a'))",ooo,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('H', 'a'), ('E', 'a'))",ooc,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('H', 'a'), ('E', 'a'))",coo,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('H', 'a'), ('E', 'c'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('H', 'a'), ('E', 'c'))",coo,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('H', 'a'), ('F', 'c'))",ooo,15,0,0.15841584158415842,0,142.73267326732673
"(('A', 'a'), ('H', 'a'), ('F', 'c'))",ccc,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('H', 'a'), ('I', 'c'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('H', 'a'), ('I', 'c'))",ccc,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('H', 'a'), ('I', 'c'))",coo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('H', 'a'), ('F', 'a'))",ccc,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('H', 'a'), ('H', 'c'))",coo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('H', 'a'), ('J', 'a'))",ccc,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('H', 'a'), ('I', 'a'))",ccc,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('H', 'a'), ('I', 'a'))",coo,13,0,0.13861386138613863,0,124.8910891089109
"(('A', 'a'), ('J', 'a'), ('H', 'a'))",coo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('J', 'a'), ('H', 'a'))",ooc,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('J', 'a'), ('J', 'c'))",cob,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('J', 'a'), ('J', 'c'))",obo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('J', 'a'), ('I', 'c'))",coo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('J', 'a'), ('I', 'c'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('J', 'a'), ('D', 'c'))",obo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('J', 'a'), ('A', 'c'))",obo,14,0,0.1485148514851485,0,133.8118811881188
"(('A', 'a'), ('J', 'a'), ('A', 'c'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('J', 'a'), ('H', 'c'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('J', 'a'), ('G', 'c'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('J', 'a'), ('E', 'a'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('J', 'a'), ('E', 'c'))",ooo,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('J', 'a'), ('E', 'c'))",obo,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('J', 'a'), ('F', 'c'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('D', 'c'), ('H', 'a'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('D', 'c'), ('H', 'a'))",coo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('D', 'c'), ('A', 'c'))",obo,15,0,0.15841584158415842,0,142.73267326732673
"(('A', 'a'), ('D', 'c'), ('A', 'c'))",cbb,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('D', 'c'), ('H', 'c'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('D', 'c'), ('H', 'c'))",ccc,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('D', 'c'), ('J', 'c'))",ooo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('D', 'c'), ('J', 'c'))",bbo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('D', 'c'), ('J', 'c'))",ccc,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('D', 'c'), ('J', 'c'))",coo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('D', 'c'), ('G', 'c'))",ooo,13,0,0.13861386138613863,0,124.8910891089109
"(('A', 'a'), ('D', 'c'), ('G', 'c'))",coo,16,0,0.16831683168316833,0,151.65346534653466
"(('A', 'a'), ('D', 'c'), ('G', 'c'))",ccc,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('D', 'c'), ('E', 'a'))",ooo,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('D', 'c'), ('E', 'a'))",ccc,13,0,0.13861386138613863,0,124.8910891089109
"(('A', 'a'), ('D', 'c'), ('E', 'a'))",coo,15,0,0.15841584158415842,0,142.73267326732673
"(('A', 'a'), ('D', 'c'), ('J', 'a'))",obo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('D', 'c'), ('J', 'a'))",ooo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('D', 'c'), ('J', 'a'))",ccc,17,0,0.1782178217821782,0,160.57425742574256
"(('A', 'a'), ('D', 'c'), ('I', 'a'))",ooc,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('D', 'c'), ('I', 'a'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('D', 'c'), ('I', 'a'))",ccc,19,0,0.19801980198019803,0,178.41584158415841
"(('A', 'a'), ('D', 'c'), ('I', 'a'))",coo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('D', 'c'), ('F', 'c'))",obo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('D', 'c'), ('F', 'c'))",ccc,14,0,0.1485148514851485,0,133.8118811881188
"(('A', 'a'), ('D', 'c'), ('F', 'c'))",coo,13,0,0.13861386138613863,0,124.8910891089109
"(('A', 'a'), ('D', 'c'), ('I', 'c'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('D', 'c'), ('I', 'c'))",ccc,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('D', 'c'), ('F', 'a'))",ccc,19,0,0.19801980198019803,0,178.41584158415841
"(('A', 'a'), ('D', 'c'), ('D', 'a'))",cbb,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('D', 'c'), ('D', 'a'))",coo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('D', 'c'), ('G', 'a'))",ccc,20,0,0.2079207920792079,0,187.3366336633663
"(('A', 'a'), ('D', 'c'), ('G', 'a'))",coo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('D', 'c'), ('E', 'c'))",ccc,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('D', 'c'), ('E', 'c'))",coo,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('F', 'a'), ('D', 'a'))",coo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('F', 'a'), ('G', 'a'))",ccc,14,0,0.1485148514851485,0,133.8118811881188
"(('A', 'a'), ('F', 'a'), ('G', 'a'))",obo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('F', 'a'), ('J', 'c'))",ccc,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('F', 'a'), ('J', 'c'))",obo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('F', 'a'), ('J', 'c'))",ooo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('F', 'a'), ('G', 'c'))",ccc,14,0,0.1485148514851485,0,133.8118811881188
"(('A', 'a'), ('F', 'a'), ('G', 'c'))",obo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('F', 'a'), ('J', 'a'))",ccc,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('F', 'a'), ('J', 'a'))",obo,13,0,0.13861386138613863,0,124.8910891089109
"(('A', 'a'), ('F', 'a'), ('I', 'a'))",ccc,15,0,0.15841584158415842,0,142.73267326732673
"(('A', 'a'), ('F', 'a'), ('I', 'a'))",ooo,13,0,0.13861386138613863,0,124.8910891089109
"(('A', 'a'), ('F', 'a'), ('F', 'c'))",coo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('F', 'a'), ('F', 'c'))",obo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('F', 'a'), ('I', 'c'))",ccc,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('F', 'a'), ('I', 'c'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('F', 'a'), ('D', 'c'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('F', 'a'), ('D', 'c'))",obo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('F', 'a'), ('H', 'a'))",ooo,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('F', 'a'), ('H', 'a'))",obo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('F', 'a'), ('A', 'c'))",obo,16,0,0.16831683168316833,0,151.65346534653466
"(('A', 'a'), ('F', 'a'), ('A', 'c'))",ooo,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('F', 'a'), ('H', 'c'))",ooo,16,0,0.16831683168316833,0,151.65346534653466
"(('A', 'a'), ('F', 'a'), ('E', 'a'))",ooo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('H', 'c'), ('D', 'c'))",coo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('H', 'c'), ('D', 'c'))",ooo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('H', 'c'), ('G', 'a'))",ccc,13,0,0.13861386138613863,0,124.8910891089109
"(('A', 'a'), ('H', 'c'), ('G', 'a'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('H', 'c'), ('J', 'c'))",ccc,13,0,0.13861386138613863,0,124.8910891089109
"(('A', 'a'), ('H', 'c'), ('J', 'c'))",coo,14,0,0.1485148514851485,0,133.8118811881188
"(('A', 'a'), ('H', 'c'), ('G', 'c'))",coo,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('H', 'c'), ('G', 'c'))",obc,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('H', 'c'), ('J', 'a'))",coo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('H', 'c'), ('J', 'a'))",ccc,16,0,0.16831683168316833,0,151.65346534653466
"(('A', 'a'), ('H', 'c'), ('I', 'a'))",ccc,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('H', 'c'), ('I', 'a'))",coo,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('H', 'c'), ('I', 'c'))",ccc,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('H', 'c'), ('I', 'c'))",ooc,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('H', 'c'), ('F', 'a'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('H', 'c'), ('A', 'c'))",obo,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('H', 'c'), ('A', 'c'))",obc,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('H', 'c'), ('E', 'c'))",ooo,13,0,0.13861386138613863,0,124.8910891089109
"(('A', 'a'), ('I', 'c'), ('F', 'a'))",ccc,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('I', 'c'), ('F', 'a'))",ooo,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('I', 'c'), ('D', 'c'))",coo,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('I', 'c'), ('D', 'c'))",ccc,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('I', 'c'), ('D', 'c'))",bbo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('I', 'c'), ('D', 'c'))",ooo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('I', 'c'), ('H', 'a'))",coo,13,0,0.13861386138613863,0,124.8910891089109
"(('A', 'a'), ('I', 'c'), ('G', 'a'))",coo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('I', 'c'), ('G', 'a'))",ccc,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('I', 'c'), ('G', 'a'))",obc,16,0,0.16831683168316833,0,151.65346534653466
"(('A', 'a'), ('I', 'c'), ('G', 'a'))",ooc,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('I', 'c'), ('H', 'c'))",coo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('I', 'c'), ('H', 'c'))",obc,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('I', 'c'), ('H', 'c'))",ooo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('I', 'c'), ('J', 'c'))",ccc,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('I', 'c'), ('J', 'c'))",bbo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('I', 'c'), ('J', 'c'))",ooc,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('I', 'c'), ('J', 'c'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('I', 'c'), ('J', 'c'))",obo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('I', 'c'), ('G', 'c'))",ccc,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('I', 'c'), ('G', 'c'))",obc,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('I', 'c'), ('G', 'c'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('I', 'c'), ('E', 'a'))",coo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('I', 'c'), ('E', 'a'))",ooo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('I', 'c'), ('E', 'a'))",obo,11,0,0.1188118811881188,0,107.04950495049505
"(('A', 'a'), ('I', 'c'), ('J', 'a'))",cco,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('I', 'c'), ('J', 'a'))",coo,14,0,0.1485148514851485,0,133.8118811881188
"(('A', 'a'), ('I', 'c'), ('J', 'a'))",ccc,14,0,0.1485148514851485,0,133.8118811881188
"(('A', 'a'), ('I', 'c'), ('F', 'c'))",coo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('I', 'c'), ('F', 'c'))",bbo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('I', 'c'), ('D', 'a'))",bbo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('I', 'c'), ('A', 'a'))",bbo,10,0,0.10891089108910891,0,98.12871287128712
"(('A', 'a'), ('I', 'c'), ('A', 'c'))",obo,18,0,0.18811881188118812,0,169.4950495049505
"(('A', 'a'), ('I', 'c'), ('A', 'c'))",obc,12,0,0.12871287128712872,0,115.97029702970298
"(('A', 'a'), ('I', 'c'), ('E', 'c'))",obc,10,0,0.10891089108910891,0,98.12871287128712
"(('D', 'a'), ('A', 'c'), ('F', 'a'))",ccc,10,0,0.10891089108910891,0,98.12871287128712
"(('D', 'a'), ('A', 'c'), ('F', 'a'))",ooo,12,0,0.12871287128712872,0,115.97029702970298
"(('D', 'a'), ('A', 'c'), ('F', 'a'))",bbc,11,0,0.1188118811881188,0,107.04950495049505
"(('D', 'a'), ('A', 'c'), ('H', 'a'))",ccc,10,0,0.10891089108910891,0,98.12871287128712
"(('D', 'a'), ('A', 'c'), ('G', 'a'))",coo,11,0,0.1188118811881188,0,107.04950495049505
"(('D', 'a'), ('A', 'c'), ('G', 'a'))",ooo,11,0,0.1188118811881188,0,107.04950495049505
"(('D', 'a'), ('A', 'c'), ('H', 'c'))",coo,12,0,0.12871287128712872,0,115.97029702970298
"(('D', 'a'), ('A', 'c'), ('H', 'c'))",obo,14,0,0.1485148514851485,0,133.8118811881188
"(('D', 'a'), ('A', 'c'), ('H', 'c'))",ooo,10,0,0.10891089108910891,0,98.12871287128712
"(('D', 'a'), ('A', 'c'), ('E', 'a'))",ccc,11,0,0.1188118811881188,0,107.04950495049505
"(('D', 'a'), ('A', 'c'), ('J', 'a'))",coo,10,0,0.10891089108910891,0,98.12871287128712
"(('D', 'a'), ('A', 'c'), ('J', 'a'))",ccc,11,0,0.1188118811881188,0,107.04950495049505
"(('D', 'a'), ('A', 'c'), ('J', 'a'))",ooc,10,0,0.10891089108910891,0,98.12871287128712
"(('D', 'a'), ('A', 'c'), ('F', 'c'))",cco,10,0,0.10891089108910891,0,98.12871287128712
"(('D', 'a'), ('A', 'c'), ('I', 'c'))",ccc,11,0,0.1188118811881188,0,107.04950495049505
"(('D', 'a'), ('A', 'c'), ('I', 'c'))",ooo,10,0,0.10891089108910891,0,98.12871287128712
"(('D', 'a'), ('A', 'c'), ('D', 'c'))",obo,18,0,0.18811881188118812,0,169.4950495049505
"(('D', 'a'), ('A', 'c'), ('D', 'c'))",ooo,10,0,0.10891089108910891,0,98.12871287128712
"(('D', 'a'), ('A', 'c'), ('D', 'c'))",ooc,10,0,0.10891089108910891,0,98.12871287128712
"(('D', 'a'), ('A', 'c'), ('D', 'c'))",bbo,14,0,0.1485148514851485,0,133.8118811881188
